$csv_data = <<<'CSV'
"post_title","post_name","post_status","artsgruppe","vitenskapelig_navn","kort_beskrivelse","lang_beskrivelse","storrelse","vekt","kjennetegn","levested","utbredelse","sesong_aktiv_periode","mat_naering","rodlistestatus","status_i_norge","artsdatabanken_takson_id","kilde_artsdatabanken","kilde_snl","kilde_fuglevennen_miljolaere","kilde_birdlife_fugleatlas","sist_kontrollert","importstatus"
"Dvergspett","dvergspett","publish","Fugler","Dryobates minor","Dvergspett er Norges minste spett og en skogsfugl som særlig er knyttet til løvskog, blandingsskog og døde eller svekkede trær.","Dvergspett er en liten og smidig spett som ofte oppholder seg høyt i trærne. Den hakker ut reirhull i morken eller død ved og lever hovedsakelig av insekter, larver og andre smådyr som finnes i bark og døde greiner. Arten er knyttet til skogmiljøer med innslag av eldre løvtrær og død ved.","Ca. 14–16 cm","Ca. 18–25 g","Svært liten spett med svart-hvit tverrstripet rygg. Hannen har rød isseflekk, mens hunnen mangler rødt på hodet. Kort nebb og lett, klatrende bevegelse på stammer og greiner.","Skog og semi-naturlig mark, særlig løvskog og blandingsskog med døde eller svekkede trær.","Hekker spredt i store deler av Norge der det finnes egnet skog og død ved.","Hele året. Hovedsakelig standfugl.","Insekter, larver og andre smådyr som hentes fra bark, greiner og død ved.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203612","https://artsdatabanken.no/arter/takson/203612","https://snl.no/dvergspett","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 2 - grunnfelt kontrollert"
"Dvergspurv","dvergspurv","publish","Fugler","Emberiza pusilla","Dvergspurv er en liten buskspurv som hekker fåtallig i nordlige vier- og bjørkekratt.","Dvergspurv er en liten og brunstripet spurvefugl med tydelig kastanjefarget hode- og kinntegning. Arten er knyttet til nordlige vierkratt, bjørkeskog og fuktige krattområder. Den hekker fåtallig i Norge og er vurdert som sårbar.","Ca. 12–13,5 cm","Ca. 12–18 g","Liten buskspurv med brunstripet overside, lys underside, kastanjebrune kinn og tydelige mørke hode- og skjeggstriper.","Vierkratt, bjørkeskog, fuktige krattområder og nordlige skogkanter.","Fåtallig hekkefugl i nordlige deler av Norge.","Trekkfugl. Hekker i Norge om sommeren.","Frø og små insekter, særlig i hekketiden.","VU – Sårbar","Finnes i Norge. Fåtallig etablert hekkefugl.","4119","https://artsdatabanken.no/arter/takson/4119","https://snl.no/dvergspurv","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 2 - grunnfelt kontrollert"
"Enkeltbekkasin","enkeltbekkasin","publish","Fugler","Gallinago gallinago","Enkeltbekkasin er en vanlig snipe i våtmark og myrområder, kjent for spillflukt og mekrende lyd.","Enkeltbekkasin er en brunspettet vadefugl med langt nebb og god kamuflasje. Den hekker i våtmarker, myrer og fuktige enger, og søker mat ved å stikke nebbet ned i bløt jord og mudder. Under spillflukt lager de ytre halefjærene en karakteristisk mekrende lyd.","Ca. 25–27 cm","Ca. 80–140 g","Brunspettet drakt med lyse langsgående striper på hodet og ryggen. Langt rett nebb og rask, sikksakkpreget flukt ved oppflukt.","Våtmark, myr, fuktige enger og strandnære våtmarksområder.","Vanlig hekkefugl i egnede våtmarksområder over store deler av Norge.","Trekkfugl. Ses særlig vår til høst, men noen kan overvintre i milde områder.","Meitemark, insekter, larver og andre smådyr i bløt jord og våtmark.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203544","https://artsdatabanken.no/arter/takson/203544","https://snl.no/enkeltbekkasin","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 2 - grunnfelt kontrollert"
"Fasan","fasan","publish","Fugler","Phasianus colchicus","Fasan er en innført hønsefugl som finnes lokalt i kulturlandskap, kratt og jordbruksområder.","Fasan er en stor hønsefugl med lang stjert. Hannen er fargerik med metallglinsende hode, rød ansiktshud og kobberfarget kropp, mens hunnen er mer brunspettet og kamuflasjefarget. Arten er innført og finnes lokalt i Norge, særlig i kulturlandskap med kratt, åkerkanter og tett vegetasjon.","Ca. 55–90 cm inkludert stjert","Ca. 0,7–1,5 kg","Hannen er stor og fargerik med lang stjert, rød ansiktshud og metallglinsende hode. Hunnen er brunspettet og mer kamuflasjefarget.","Kulturlandskap, åkerkanter, kratt, hager, parker og skogkanter.","Lokal forekomst i Norge, hovedsakelig i områder der arten er satt ut eller har etablert seg fra utsetting.","Hele året der den finnes.","Frø, korn, grønne plantedeler, bær, insekter og andre smådyr.","LO – Lav risiko","Finnes i Norge som innført art.","3981","https://artsdatabanken.no/arter/takson/3981","https://snl.no/fasan","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 2 - fremmedart/særstatus kontrollert"
"Fiskemåke","fiskemaake","publish","Fugler","Larus canus","Fiskemåke er en liten og vanlig måke i mange by- og kystområder, men arten er vurdert som sårbar i Norge.","Fiskemåke er en liten og kompakt måke med blågrå overside, hvit underside og svarte og hvite vingespisser. Den hekker både langs kysten, ved ferskvann og i bymiljøer, men har gått betydelig tilbake i mange opprinnelige hekkeområder.","Ca. 44 cm","Ca. 400 g","Liten måke med blågrå rygg, hvit kropp, gule bein og gult nebb. Vingespissene har svart og hvitt mønster.","Saltvann, ferskvann, fjæresone, kyst, sterkt endret mark og semi-naturlig mark.","Hekker i store deler av Norge, både langs kysten, ved ferskvann og i bymiljøer.","Trekkfugl som normalt ankommer Norge i mars/april. Noen overvintrer langs kysten.","Fisk, insekter, meitemark, smådyr, avfall og annen lett tilgjengelig føde.","VU – Sårbar","Finnes i Norge. Etablert hekkefugl.","3628","https://artsdatabanken.no/arter/takson/3628","https://snl.no/fiskem%C3%A5ke","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 2 - grunnfelt kontrollert"
"Fiskeørn","fiskeorn","publish","Fugler","Pandion haliaetus","Fiskeørn er en stor rovfugl som lever nesten utelukkende av fisk og hekker ved fiskerike innsjøer og vassdrag.","Fiskeørn er en stor rovfugl med lange smale vinger, lys underside og mørk øyemaske. Den jakter ved å stupe ned mot vannflaten og gripe fisk med klørne. Arten hekker ved fiskerike innsjøer, elver og våtmarker, ofte i store reir i trær nær vann.","Ca. 55–60 cm","Ca. 1,2–2,0 kg","Stor rovfugl med lange smale vinger, lys underside, mørk overside og tydelig mørk øyemaske. Ofte sees den svevende eller stupende over vann.","Ferskvann, våtmark og skog nær fiskerike vann og vassdrag.","Hekker spredt i Norge der det finnes egnede fiskerike vann og trygge reirplasser.","Trekkfugl. Ses i Norge vår til høst.","Nesten utelukkende fisk.","VU – Sårbar","Finnes i Norge. Etablert, men fåtallig hekkefugl.","203588","https://artsdatabanken.no/arter/takson/203588","https://snl.no/fiske%C3%B8rn","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 2 - grunnfelt kontrollert"
"Fjellerke","fjellerke","publish","Fugler","Eremophila alpestris","Fjellerke er en fjellfugl i lerkefamilien som hekker i åpne områder over tregrensa.","Fjellerke er en karakteristisk lerkeart med gulaktig ansikt, svart ansiktsmaske og små fjærtopper eller horn på hodet i sommerdrakt. Den er knyttet til åpne fjellområder og hekker på bakken. Arten lever av frø og smådyr, særlig insekter i hekketiden.","Ca. 16–19 cm","Ca. 30–45 g","Gulaktig ansikt, svart strupe- og ansiktsmønster og små mørke horn/fjærtopper på hodet. Brunlig overside og lys underside.","Fjellområder over eller nord for tregrensa.","Hekker i åpne fjellområder i Norge.","Trekkfugl eller streiffugl. Hekker i Norge om sommeren.","Frø, insekter og andre smådyr.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203849","https://artsdatabanken.no/arter/takson/203849","https://snl.no/fjellerke","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 2 - grunnfelt kontrollert"
"Fjelljo","fjelljo","publish","Fugler","Stercorarius longicaudus","Fjelljo er en elegant jo med lang stjert som hekker i fjellet i år med gode smågnagerforekomster.","Fjelljo er en slank og elegant sjøfugl som hekker i fjellet, særlig i år med mye smågnagere. Den kjennes fra andre joer på den lange stjerten og den lette, grasiøse flukten. Utenom hekketiden oppholder den seg langt til havs, ofte på den sørlige halvkule.","Ca. 38–58 cm inkludert stjert","Ca. 250–450 g","Slank jo med lange smale vinger og svært lange midtre stjertfjær hos voksne fugler. Lys kropp, mørk hette og grasiøs flukt.","Fjellområder i hekketiden og marine områder utenom hekkesesongen.","Hekker spredt i norske fjellområder, særlig der smågnagerforekomsten er god.","Trekkfugl. Hekker i Norge om sommeren og overvintrer i marine områder langt unna.","Smågnagere i hekketiden, samt fugler, egg, insekter og marin føde utenom hekketiden.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","3745","https://artsdatabanken.no/arter/takson/3745","https://snl.no/fjelljo","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 2 - grunnfelt kontrollert"
"Fjellmyrløper","fjellmyrloper","publish","Fugler","Calidris falcinellus","Fjellmyrløper er en liten vadefugl som hekker i våte myr- og fjellområder.","Fjellmyrløper er en liten snipe med langt, svakt nedoverbøyd nebb og tydelige lyse hodestriper. Den hekker i våte myrområder og fuktige fjellområder, og søker næring i bløt vegetasjon og mudder. Arten er vurdert som nær truet i Norge.","Ca. 15–18 cm","Ca. 35–50 g","Liten vadefugl med langt, svakt nedoverbøyd nebb, brunspettet overside og tydelige lyse striper på hodet.","Våtmark, myr og fuktige fjellområder.","Hekker fåtallig og lokalt i egnede myr- og fjellområder i Norge.","Trekkfugl. Hekker i Norge om sommeren.","Små insekter, larver, krepsdyr og andre virvelløse dyr.","NT – Nær truet","Finnes i Norge. Etablert, men fåtallig hekkefugl.","203542","https://artsdatabanken.no/arter/takson/203542","https://snl.no/fjellmyrl%C3%B8per","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 2 - grunnfelt kontrollert"
"Fjellrype","fjellrype","publish","Fugler","Lagopus muta","Fjellrype er en hønsefugl som lever i høyfjellet og skifter drakt mellom sommer og vinter.","Fjellrype er en kompakt hønsefugl tilpasset livet i høyfjellet. Den har fjærkledde føtter og skifter mellom brungrå sommerdrakt og hvit vinterdrakt. Arten lever av planteføde og holder til i åpne, steinete og høyereliggende fjellområder.","Ca. 34–36 cm","Ca. 400–700 g","Kompakt rype med fjærkledde føtter. Hvit vinterdrakt og brungrå sommerdrakt. Hannen har rød kam over øyet i hekketiden.","Fjellområder over tregrensa, særlig åpne og steinete områder.","Hekker i fjellområder i Norge, også på Svalbard gjennom egen underart.","Hele året i fjellet.","Knopper, skudd, blader, bær og andre plantedeler.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","3991","https://artsdatabanken.no/arter/takson/3991","https://snl.no/fjellrype","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 2 - grunnfelt kontrollert"
"Fjellvåk","fjellvaak","publish","Fugler","Buteo lagopus","Fjellvåk er en rovfugl som særlig hekker i fjellområder og varierer i antall med smågnagerbestandene.","Fjellvåk er en mellomstor rovfugl med brede vinger og lys underside. Den hekker i fjell- og tundralignende områder, ofte i bratte skrenter eller trær nær åpne jaktområder. Arten lever i stor grad av smågnagere, og hekkebestanden varierer med smågnagerårene.","Ca. 50–60 cm","Ca. 700–1400 g","Bredvinget rovfugl med lys underside, mørke håndleddtegninger og ofte tydelig lys hale med mørkt endebånd. Svever ofte over åpne områder.","Fjellområder, tundralignende landskap, åpne myrer og skoggrenseområder.","Hekker i store deler av fjell-Norge der det finnes egnet habitat og god tilgang på smågnagere.","Trekkfugl eller delvis trekkfugl. Ses vanligst vår til høst i Norge.","Smågnagere, særlig lemen og mus, men også fugler og andre smådyr.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203599","https://artsdatabanken.no/arter/takson/203599","https://snl.no/fjellv%C3%A5k","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 2 - grunnfelt kontrollert"
"Fjæreplytt","fjaereplytt","publish","Fugler","Calidris maritima","Fjæreplytt er en liten vadefugl som hekker i fjellet og ofte oppholder seg langs steinete kyst om vinteren.","Fjæreplytt er en kompakt snipe som hekker i fjellområder og ofte sees langs steinete strender og tangvoller utenom hekketiden. Den har mørk, gråbrun drakt og relativt kort nebb. Arten er hardfør og kan overvintre langs værharde kyster.","Ca. 20–22 cm","Ca. 60–90 g","Kompakt vadefugl med mørk gråbrun drakt, kort bein og middels langt svakt nedoverbøyd nebb. Vinterdrakten er mørk og gråtonet.","Fjellområder i hekketiden og fjæresone/steinete kyst utenom hekketiden.","Hekker i fjellområder i Norge og overvintrer ofte langs kysten.","Hele året i Norge, men i ulike habitater gjennom året.","Små krepsdyr, insekter, larver, bløtdyr og andre smådyr.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","3686","https://artsdatabanken.no/arter/takson/3686","https://snl.no/fj%C3%A6replytt","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 2 - grunnfelt kontrollert"
"Flaggspett","flaggspett","publish","Fugler","Dendrocopos major","Flaggspett er den vanligste spetten i Norge og kjennes på svart-hvit drakt og røde partier under stjerten.","Flaggspett er en vanlig og tilpasningsdyktig spett som hekker i skog, parker og hager med eldre trær. Den hakker ut reirhull i trær og lever av insekter, larver, frø og nøtter. Vinterstid er den ofte avhengig av konglefrø, og den kan besøke fuglematere.","Ca. 23–26 cm","Ca. 70–100 g","Svart og hvit spett med rødt under stjerten. Hannen har rød nakkeflekk, mens ungfugler har rød isse.","Skog, parker, hager og områder med trær.","Hekker vanlig på Sør- og Østlandet og mer spredt på Vestlandet og i Nord-Norge.","Hele året. Oftest standfugl, men kan vandre ved dårlig kongleår.","Insekter, larver, konglefrø, nøtter og annen plante- og dyreføde. Kan ta talg og nøtter på fuglemater.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203613","https://artsdatabanken.no/arter/takson/203613","https://snl.no/flaggspett","https://www.fuglevennen.no/arter/?or_id=386","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 2 - grunnfelt kontrollert"
"Fossekall","fossekall","publish","Fugler","Cinclus cinclus","Fossekall er Norges nasjonalfugl og lever langs rennende vann der den dykker etter smådyr.","Fossekall er en kompakt, mørk fugl med tydelig hvit strupe og bryst. Den holder til langs bekker, elver og fosser, og er spesielt tilpasset livet ved rennende vann. Arten dykker og går under vann for å finne insektlarver og andre smådyr.","Ca. 17–20 cm","Ca. 50–75 g","Mørk brun eller svartaktig kropp med stor hvit strupe og bryst. Vipper ofte med kroppen når den sitter på steiner ved vann.","Ferskvann, særlig bekker, elver og fosser med klart rennende vann.","Hekker ved egnede vassdrag i store deler av Norge.","Hele året der vannet er isfritt, men kan flytte seg til åpne vassdrag vinterstid.","Vannlevende insektlarver, små krepsdyr, snegler og annen smådyrfauna i rennende vann.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203738","https://artsdatabanken.no/arter/takson/203738","https://snl.no/fossekall","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 2 - grunnfelt kontrollert"
"Fuglekonge","fuglekonge","publish","Fugler","Regulus regulus","Fuglekonge er Norges minste fugl og en livlig insekteter i barskog og blandingsskog.","Fuglekonge er en svært liten fugl med grønnlig overside, lys underside og en gul eller oransje isse som gir arten navn. Den beveger seg rastløst i trekroner og bartrær på jakt etter små insekter og edderkopper. Arten er knyttet særlig til barskog, men finnes også i blandingsskog og hager med bartrær.","Ca. 8,5–9,5 cm","Ca. 5–7 g","Meget liten fugl med grønnlig overside, lys underside, mørk øyestripe og gul/oransje isse. Tynn, høy kontaktlyd.","Skog, særlig barskog og blandingsskog.","Hekker i store deler av Norge der det finnes egnet barskog.","Hele året i mange områder, men noen individer trekker eller streifer.","Små insekter, larver og edderkopper.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203716","https://artsdatabanken.no/arter/takson/203716","https://snl.no/fuglekonge","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 2 - grunnfelt kontrollert"
"Furukorsnebb","furukorsnebb","publish","Fugler","Loxia pytyopsittacus","Furukorsnebb er en kraftig fink med kryssende nebbspisser, tilpasset frø fra furukongler.","Furukorsnebb er en spesialisert frøspiser med kraftig nebb der spissene krysser hverandre. Nebbet brukes til å åpne kongler, særlig fra furu. Arten lever i barskog og kan opptre uregelmessig etter frøtilgang. Hannene er ofte rød- eller oransjefargede, mens hunnene er gulgrønne eller grågrønne.","Ca. 16–18 cm","Ca. 45–60 g","Kraftig fink med stort kryssnebb. Hannen er ofte rødlig, hunnen gulgrønn eller grågrønn. Større og kraftigere nebb enn grankorsnebb.","Barskog, særlig furuskog.","Hekker i barskogsområder i Norge, særlig der det er god tilgang på furufrø.","Hele året. Hekkingen kan skje tidlig og styres av konglefrøtilgang.","Frø fra furukongler og andre bartrær.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","4171","https://artsdatabanken.no/arter/takson/4171","https://snl.no/furukorsnebb","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 2 - grunnfelt kontrollert"
